Date,News,Open,High,Low,Close,Volume,Label
01-02-2019,The dollar minutes ago tumbled to  106 67 from above  109 a few trades earlier  It s since bounced a hair to  107 16  FXY  3 6  after hoursAlongside  money poured into U S  government paper  with the 10 year Treasury yield sliding a few more basis points to 2 61   TLT  0 7  after hour Both moves come following Apple  NASDAQ AAPL  s revenue warning which sent its shares and U S  stock index futures into the red  Apple s currently off 7 5  and the QQQs 2 2  ETFs  TLT  TBT  TMV  FXY  YCS  TBF  EDV  TMF  TTT  ZROZ  VGLT  OTC JYN  TLH  UBT  SPTL  YCL  DLBS  VUSTX  TYBS  DLBL OLD  DJPY  OPER  UJPYNow read ,38.72,39.71,38.56,39.48,130672400,1
01-02-2019,"By Wayne Cole and Swati Pandey SYDNEY  Reuters    The Japanese yen soared in early Asian trading on Thursday as the break of key technical levels triggered massive stop loss sales of the U S  and Australian dollars in very thin markets  The dollar collapsed to as low as 105 25 yen on Reuters dealing   a drop of 3 2 percent from the opening 108 76 and the lowest reading since March 2018  It was last trading around 107 50 yen  Analysts said the rot began when tech bellwether Apple Inc  O AAPL  shocked investors by cutting its earnings guidance  citing sluggish iPhone sales in China  The news sent U S  stock futures sliding and sparked a rush of funds to safe haven bonds  With risk aversion high  the safe haven yen was propelled through major technical levels and triggered massive stop loss flows from investors who have been short of the yen for months  The move was exacerbated by a dearth of liquidity  with Japan still on holiday after the New Year  and by automated algorithmic trades which are carried out by computers in micro seconds  Most major currencies simply collapsed against the yen in a matter of seconds   Looks like we had a flash crash   said Ray Attrill  head of FX strategy at National Australia Bank   One theory is that may be Japanese retail FX players are forcing out of AUDJPY which is creating a liquidity vacuum   he added   This is a market dislocation rather than a fundamental event   The Australian dollar tumbled to as low as 72 26 yen  AUDJPY D3  on Reuters dealing  a level not seen since late 2011  having started around 75 21  It was last changing hands at 73 72 yen  The Aussie in turn sank against the U S  dollar to as far as  0 6715   the lowest since March 2009  having started around  0 6984  It was last trading at  0 6888  
Other currencies smashed against the yen included the euro  sterling and the Turkish lira ",38.72,39.71,38.56,39.48,130672400,-1
01-02-2019,"By Stephen Culp NEW YORK  Reuters    Wall Street edged higher on Wednesday after stumbling out of the starting gate on the first trading day of 2019  while fears of a global economic slowdown were exacerbated after Apple cut its holiday quarter revenue forecast  Apple  O AAPL  dropped 8 percent in extended trading late in the day after the iPhone maker slashed its outlook for the December quarter  blaming weak demand in China  Shares of Apple s suppliers also fell  and S P 500 futures  dropped 1 3 percent  signaling that Wednesday s modest advance could unwind when the market reopens on Thursday   To see Apple s sales drop off this much says something about the Chinese economy   said Tim Ghriskey  chief investment strategist at Inverness Counsel in New York   Any company that does business in China will feel the impact of this    Stocks had started the session lower after separate reports showed a deceleration in factory activity in China and the euro zone  indicating the ongoing trade dispute between the United States and China was taking a toll on global manufacturing  Energy  SPNY  stocks led the S P 500 s advance and the sector was the index s biggest percentage gainer  buoyed by a 2 4 percent jump in crude prices  The group was the worst performing S P sector in 2018   Gains were offset by healthcare  SPXHC  and so called defensive sectors  such as real estate   utilities  SPLRCU  and consumer staples  SPLRCS   Healthcare companies provided the biggest drag on the S P 500 and the Dow   The Dow Jones Industrial Average  DJI  rose 18 78 points  or 0 08 percent  to 23 346 24  the S P 500  SPX  gained 3 18 points  or 0 13 percent  to 2 510 03 and the Nasdaq Composite  IXIC  added 30 66 points  or 0 46 percent  to 6 665 94  Of the 11 major sectors in the S P 500  seven closed in positive territory   Banks got a boost from  Barclays   LON BARC   as the broker wrote in a research note that the sector could outperform the S P this year  The Dow Jones Industrial average was led higher with gains from Goldman Sachs  N GS  and JPMorgan  N JPM    Tesla Inc  O TSLA  delivered fewer than expected Model 3 sedans in the fourth quarter and cut U S  prices  The electric automaker s shares slid 6 8 percent    General Electric  Co  N GE  jumped 6 3 percent in heavy trading as bargain hunters bought the stock in the wake of its over 50 percent plunge in 2018  In the coming weeks  the fourth quarter reporting period will get underway  Analysts see S P 500 companies posting profit gains of 15 8 percent  significantly smaller than the third quarter s 28 4 percent advance  Advancing issues outnumbered declining ones on the NYSE by a 2 10 to 1 ratio  on Nasdaq  a 2 42 to 1 ratio favored advancers  The S P 500 posted no new 52 week highs and 4 new lows  the Nasdaq Composite recorded 9 new highs and 58 new lows   
Volume on U S  exchanges was 7 80 billion shares  compared to the 9 18 billion average for the full session over the last 20 trading days ",38.72,39.71,38.56,39.48,130672400,0
01-02-2019,"By Wayne Cole SYDNEY  Reuters    The Australian dollar was picking up the pieces on Thursday after a torrent of automated selling against the yen sent it plunging to multi year lows on a host of major currencies  The Aussie suffered some of the largest intra day falls in its history amid a drought of liquidity and a cascade of computerised sales   At one point it was down 5 percent on the yen and almost 4 percent on the U S  dollar  before clawing back much of the losses as trading calmed and humans took charge   Violent moves in AUD and JPY this morning bear all the hallmarks of a  flash crash  similar to that which befell NZD in August 2015 and GBP in October 2016   said Ray Attrill  head of FX strategy at National Australia Bank   The fact that over half the move down in both these pairs has since been retraced is testimony to today s moves being first and foremost a liquidity event   One theory was that Japanese investors who had been crowded into trades borrowing yen to buy higher yielding currencies  were forced out en masse when major chart levels cracked  The Aussie tumbled as far as 72 26 yen  AUDJPY D3  on Reuters dealing  a level not seen since late 2011  having started around 75 21  When the smoke cleared  buyers returned and it was last changing hands at 74 40 yen  The selling spilled over into other crosses and the Aussie sank to as deep as  0 6715   the lowest since March 2009  having started around  0 6984   Again  bargain hunters emerged and it was last at  0 6922  The New Zealand dollar also took an initial beating on the yen  NZDJPY R  to hit its lowest since late 2012  though whether any trades were done around those levels was hard to say  The kiwi fared better on the U S  dollar  easing to  0 6621  from  0 6654 late Wednesday  EVERYONE S BUYING BONDS The rout from risk was sparked in part by an earnings warning from Apple Inc  O AAPL   It blamed sluggish iPhone sales in China  adding to evidence of a deepening economic slowdown in the Asian giant  Some investors fled to the relative safety of Australia s triple A rated debt  sending 10 year bond yields  AU10YT RR  diving to their lowest since late 2016  Futures for the 10 year bond  jumped 12 ticks to 97 8300  having been up as much as 25 ticks at one stage  The three year bond contract  rose 7 5 ticks to 98 305  implying a yield of just 1 695 percent  Concerns about global growth also led the futures market  0 YIB   to price in slightly more chance of a cut in interest rates by the Reserve Bank of Australia  RBA   Yet the Aussie s decline is providing a boost to the economy that makes it less likely the RBA will have to take the drastic step of cutting rates from already record lows  Not only does a lower currency make exports more competitive but it offers an extra earnings windfall given Australia s commodities are priced in U S  dollars  Gold  for instance  is trading at its highest level ever in Australian dollar terms around A 1 856 per ounce  XAU  having climbed 12 percent in just the past month  
Profits from iron ore  coal and liquefied natural gas will all get a lift  fattening the country s terms of trade and the government s tax coffers ",38.72,39.71,38.56,39.48,130672400,-1
01-02-2019,"Investing com   Asian equities fell in morning trade on Thursday following news that Apple cut its quarterly sales forecast 
Apple Inc  NASDAQ AAPL  lowered its forecast to  84 million in revenue for its fiscal first quarter ended Dec  29  underperforming analysts  expectations of  91 5 billion 
The company initially forecasted revenue of between  89 billion and  93 billion 
 The much larger issue is the slowing of the  Chinese  economy  and then the trade tension that has further pressured it   Chief Executive Tim Cook said 
The news sent Apple shares tumbling in after hours trade  while the companies  Asia listed suppliers also plunged on Thursday   Hon Hai  Precision Industry Co Ltd  TW 2317  fell more than 2   while Taiwan Semiconductor Manufacturing Company  TW 2330  slid 2 5    LG Innotek Co Ltd   KS 011070  lost as much as 4 4  earlier in the day 
The Shanghai Composite was unchanged at 2 465 4  while the Shenzhen Component slipped 0 3  by 9 33 PM ET  02 33 GMT  
Australia s ASX 200 outperformed its regional peers and gained 1 4  
Elsewhere  South Korea s KOSPI was down 0 4   U S  President Donald Trump said North Korean leader Kim Jong Un sent him a  great letter  and that they would like to meet again 
 We ve really established a very good relationship    said Trump 
On Wednesday  Kim warned that he would take a  new path  in nuclear talks if the U S  didn t relax economic sanctions 
 I am willing to sit with the U S  president any time in the future and will strive to produce outcomes that would be welcomed by the international community   said Kim 
 However  if the United States does not deliver its promise and misjudge our people s patience  making unilateral demands to continue sanctions and put pressure on us  we will have no choice but to seek a new path to protect the country s independence  interests and peace on the Korean Peninsula   he added ",38.72,39.71,38.56,39.48,130672400,1
01-02-2019," Bloomberg     Apple Inc  s Asian suppliers tumbled  following U S  peers  after the iPhone maker cut its fiscal first quarter revenue forecast on China weakness 
Apple slashed its forecast to  84 billion  compared with earlier guidance of  89 billion to  93 billion  citing an unexpected slowdown in demand from China and fewer upgrades to iPhone models  Chief Executive Officer Tim Cook said in a statement Wednesday  Airpods and Macbook sales were also constrained  he said  Apple shares  NASDAQ AAPL  fell as much as 8 5 percent in post market trading 
In Taiwan  the main iPhone assembler Hon Hai Precision Industry Co  fell as much as 2 percent  while Taiwan Semiconductor Manufacturing Co   the maker of processors for the iPhone  slid 2 5 percent  Luxshare Precision Industry Co  plunged as much as 8 1 percent in Shenzhen  while South Korean camera module supplier LG Innotek Co  dropped 4 4 percent 
 With the forecast cut  Apple will pressure suppliers to cut prices and keep stockpiles low   Concord Securities Co  assistant vice president Allan Lin said   First quarter is already an off peak season  Their first quarter sales could be terrible  
In U S  post market trading  Skyworks Solutions Inc  fell as much as 6 6 percent  while Broadcom  NASDAQ AVGO  Inc  slid 5 percent and Qorvo Inc  dropped 5 2 percent  Universal Display Corp  declined 4 5 percent and Lumentum Holdings Inc  tumbled as much as 8 9 percent  Shares of U S  retailers that sell Apple products were also weak on the news  Costco Wholesale Corp  NASDAQ COST   retreated as much as 1 3 percent in extended trading   Best Buy  Co  NYSE BBY   fell 3 8 percent while  Target  Corp   NYSE TGT  slid 1 2 percent 

Later today  watch stocks in Europe including Dialog Semiconductor  STMicroelectronics  AMS  IQE and Infineon
Watch these Japanese suppliers when the country s equity markets re open tomorrow  Japan Display  Sharp  TDK  Nissha  Foster Electric  Kyocera  Sony  Minebea  Ibiden  Hirose  Japan Aviation Electronics

 Updates with trader comment in 4th paragraph  ",38.72,39.71,38.56,39.48,130672400,-1
01-02-2019,"Investing com   The Japanese yen jumped on Thursday in Asia after Apple Inc  issued a rare revenue warning that triggered a risk aversion mood in markets 
The USD JPY pair declined 1 5  to 107 21 by 11 23 GMT  04 23 GMT  
The gain in yen came after Apple lowered its forecast to  84 million in revenue for its fiscal first quarter ended Dec  29  underperforming analysts  expectations of  91 5 billion 
The company initially forecasted revenue of between  89 billion and  93 billion 
Apple shares  NASDAQ AAPL  tumbled in after hours trade  as traders fled to the safety of the highly liquid yen  The yen also received some support this week amid weaker than expected PMI data out of China 
Meanwhile  the U S  dollar index that tracks the greenback against a basket of other currencies slipped 0 2  to 96 155 
The Australian dollar  often considered a gauge of global risk appetite  fell 0 6  against the U S  dollar to 0 6946 
The U S  Sino trade talks later this month could potentially improve the outlook for the Aussie dollar  some analysts said 
 These talks need to yield agreement to a reasonably comprehensive deal as a minimum prerequisite for a recovery in global risk asset sentiment and a stronger Australian dollar   said Ray Attrill  head of currency strategy at NAB in a note 
 If so  we d expect Aussie dollar to be trading back reasonably comfortably above 0 70 before Q1 is out  
Elsewhere  the USD CNY pair rose 0 2  to 6 8861 as the People s Bank of China  PBoC  has set the yuan reference rate for today at 6 8631  compared to yesterday s rate of 6 8482 ",38.72,39.71,38.56,39.48,130672400,1
01-02-2019,RBC Capital reiterates its Outperform rating and  220 price target for Apple  NASDAQ AAPL  but notes that key headwinds  notably the iPhone demand concerns  will persist into this year Analyst Amit Daryanani says that if iPhone demand is  closer to the bear scenario  it could call into question AAPL s pricing power and segmentation attempts  The analyst thinks Apple could  rethink or tweak capital allocation  if the stock stays under pressure for the next few quarters But Daryanani still considers Apple a  core large cap tech holding  on the strong balance sheet  aggressive buybacks  and ability to drive gross margins higher Source  Bloomberg First Word Apple shares are down 1 9  premarket to  154 82 Now read ,38.72,39.71,38.56,39.48,130672400,0
01-02-2019," Reuters     Roku  Inc  O ROKU  said on Wednesday it will begin offering premium video channels to customers for a subscription fee as it expands its free streaming video service   Premium channels from CBS Corp s Showtime  Lionsgate owned Starz and Noggin from Viacom Inc  O VIAB  among others will be available to viewers of the Roku Channel  a free video service offered to owners of Roku streaming video devices  The move by the device maker  which spun off of Netflix  NASDAQ NFLX  in 2008  resembles the lucrative channels business Amazon  NASDAQ AMZN  launched in 2015 that resold video services on an  a la carte  basis  which has been copied by a variety of rivals  Apple Inc  O AAPL  is expected to launch its own streaming video service that will adopt a similar model  people familiar with the plan have said  Amazon s Channels business  which has been popular among subscribers of Amazon Prime and has been a big revenue contributor for participating media companies  is expected to have generated  1 7 billion in 2018  according to a recent BMO Capital Markets report  more than doubling since 2017  Media executives say the channels business is popular because it removes hurdles for consumers to subscribe to the services where they are already watching television  Like Amazon  Roku will handle the billing for these services  allowing viewers to subscribe directly from the Roku Channel instead of needing to go somewhere else to plug in credit card information  
Roku s expanded Roku Channel will also be available to users of Roku s mobile application for the first time ",38.72,39.71,38.56,39.48,130672400,1
01-02-2019,The tech sector  NYSEARCA XLK  plunges 2 3  aftermarket following Apple  NASDAQ AAPL  s Q1 revenue warning Apple suppliers on the move include Skyworks  NASDAQ SWKS   4 4   Broadcom  NASDAQ AVGO   4 7   Lumentum  NASDAQ LITE   2 9   Qorvo  NASDAQ QRVO   5 2   and TSMC  NYSE TSM   2 1  Previously  Apple cuts Q1 revenue guidance  Jan  2 Now read ,38.72,39.71,38.56,39.48,130672400,-1
